scaffold,mean_shap,effect,n_total,n_active,n_inactive,active_ratio
O=C(CC=C(c1cccnc1)C(NC(=O)OCc1ccccc1)c1ccccc1)NCC1CC1,0.001894352,positive,1,1,0,1
O=C(NCc1ccccc1)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,0.001892957,positive,6,6,0,1
N=C1OC(=O)N2C=CC3=CCc4cn(-c5ccccc5)cc4C3C12Cc1ccccc1,0.001892902,positive,1,1,0,1
O=C(CC1CC1C(NC(=O)OCc1ccccc1)c1ccccc1)NCC1CC1,0.001890839,positive,2,2,0,1
c1ccc(CNc2ccnc(-c3cccnc3)n2)cc1,0.00189012,positive,4,4,0,1
c1coc(CNc2nc(-c3ccc4c(c3)OCO4)nc3ccccc23)c1,0.001888358,positive,1,1,0,1
c1ccc2c(CCNc3ccnc(-c4cnoc4)n3)c[nH]c2c1,0.00188686,positive,1,1,0,1
O=C(COC(=O)c1cccnc1Nc1ccccc1)NCc1ccc2c(c1)OCO2,0.00188476,positive,1,1,0,1
c1cncc(-c2nc(NCc3cnccn3)c3ccccc3n2)c1,0.001883247,positive,1,1,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCc1ccccc1,0.001882814,positive,7,7,0,1
O=C1OC(=NCC2CC2)C2(Cc3ccccc3)C3C(=CCc4cn(-c5ccccc5)cc43)C=CN12,0.001882427,positive,1,1,0,1
O=C(CCC=NOCCC1CC2OCOC2O1)OCC1OC(C#Cc2ccccc2)C=CC1Oc1ccccc1,0.001882202,positive,1,1,0,1
c1ccc2c(Nc3ccncc3)nc(-c3cnoc3)nc2c1,0.001878056,positive,1,1,0,1
c1ccc(CNc2ncnc3ccc(-c4ccoc4)cc23)cc1,0.001876327,positive,3,3,0,1
O=C(c1ccncc1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,0.001874623,positive,1,1,0,1
O=C(CC=C(c1cccnc1)C(NC(=O)OCc1ccccc1)c1ccccc1)NCc1cccnc1,0.00187459,positive,2,2,0,1
O=C(c1ccncc1)N1CCCC2(CCN(Cc3ccncc3)C2)C1,0.001874402,positive,1,1,0,1
O=C(C=Cc1ccc2c(c1)OCO2)NCc1ccccc1,0.001867346,positive,1,1,0,1
O=C(CCCCCN1C=C(C(=O)OCc2ccccc2)C(C2CCCCC2)NC1=O)NCc1ccccc1,0.001866576,positive,1,1,0,1
O=C(NCCc1c[nH]c2ccccc12)C1C=CC(Cc2ccccc2)N1C(=O)c1ccccc1,0.001862754,positive,1,1,0,1
c1ccc(CNc2nc(-c3ccoc3)nc3ccccc23)cc1,0.001858169,positive,4,4,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCc1ccc(-c2ccccc2)cc1,0.001857752,positive,1,1,0,1
c1cn(-c2ccnc(-c3cnoc3)n2)cn1,0.001857317,positive,1,1,0,1
c1csc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,0.00185264,positive,1,0,1,0
O=C1C=C2CCc3c[nH]cc3C2C2C(=NCCc3c[nH]c4ccccc34)OC(=O)N12,0.001852509,positive,2,2,0,1
c1csc(CNc2nc(-c3cnoc3)nc3ccccc23)c1,0.001850943,positive,1,1,0,1
c1coc(COCCCON=C2CCCC3c4cn(Cc5ccc6c(c5)OCO6)cc4CCC23)c1,0.001845504,positive,2,2,0,1
O=C(CC=C(c1cccnc1)C(NC(=O)OCc1ccccc1)c1ccccc1)Nc1ccccc1,0.001845093,positive,2,2,0,1
c1ccc(CNc2nc(-c3ccccc3)nc3ccccc23)cc1,0.001840218,positive,16,15,1,0.9375
c1cnc(CNc2ncncc2-c2ccoc2)cn1,0.001835978,positive,1,1,0,1
O=C(NCCc1c[nH]c2ccccc12)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,0.001831252,positive,2,2,0,1
O=C1OC(=NCc2ccccc2)C2C3C(=CCc4cn(-c5ccccc5)cc43)C=CN12,0.001828396,positive,1,1,0,1
O=C(NC1CCCCC1)C(c1ccccc1)N(C(=O)Cc1c[nH]c2ccccc12)c1ccccc1,0.001818509,positive,1,1,0,1
O=C(c1ccccc1)N1CC2Cc3c(ccn3CCc3ccccc3)C2C1,0.001818156,positive,1,1,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCc1ccon1,0.001816404,positive,2,2,0,1
c1ccc(-c2nc(NCCc3c[nH]cn3)c3ccccc3n2)cc1,0.001815009,positive,2,2,0,1
c1cncc(CNc2ncncc2-c2ccoc2)c1,0.001814193,positive,1,1,0,1
C=C(CC1(C(NP(=O)(c2ccccc2)c2ccccc2)C2CC2CCNS(=O)(=O)c2ccccc2)CC1)c1ccccc1,0.001812156,positive,1,1,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NC1CCCCC1,0.001812031,positive,2,2,0,1
N=C1OC(=O)N2C=CC3=CCc4c[nH]cc4C3C12Cc1ccccc1,0.001810802,positive,6,6,0,1
O=C(NCc1ccccc1)C(c1ccncc1)N(C(=O)c1csnn1)C1CC1,0.001808389,positive,2,2,0,1
O=C(Nc1ccccc1)c1ccccc1NCc1cccnc1,0.00179858,positive,1,1,0,1
O=C(NC1CCCC1)C(c1ccncc1)N(Cc1ccccc1)C(=O)Cc1cccs1,0.001796162,positive,1,1,0,1
O=C(CCC=NOCCN1CCCCc2ncccc21)OCC1OC(c2ccccc2)C=CC1Oc1ccccc1,0.001795975,positive,1,1,0,1
c1cncc(-c2ccc3ncnc(NCc4ccco4)c3c2)c1,0.001794266,positive,1,1,0,1
C=C(c1cccnc1)C(NC(=O)OCc1ccccc1)c1ccccc1,0.00179135,positive,2,2,0,1
O=C(NCC(=O)N(c1ccccc1)C(C(=O)NC1CCCC1)c1cccnc1)c1cccs1,0.001784536,positive,1,1,0,1
O=C(NCc1ccccc1)C1C=CC(Cc2ccccc2)N1C(=O)c1ccccc1,0.00178128,positive,1,1,0,1
O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,0.001781135,positive,1,1,0,1
O=C(COC(=O)c1ccc(OCc2cnoc2)cc1)Nc1ccc2c(c1)OCO2,0.001779202,positive,1,1,0,1
O=C(CSc1nnc(-c2cccnc2)n1-c1ccccc1)N1CCN(c2ccccc2)CC1,0.001779029,positive,1,1,0,1
O=C(CSc1nnc(-c2cccc(S(=O)(=O)N3CCOCC3)c2)n1C1CCCCCC1)NCc1ccccc1,0.001777054,positive,1,1,0,1
O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)NN=Cc1cccs1,0.001774502,positive,1,1,0,1
O=C1OC(=NCC2CC2)C2(Cc3ccccc3)C3C(=CCc4c[nH]cc43)C=CN12,0.001771863,positive,4,4,0,1
c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,0.001770281,positive,1,1,0,1
c1ccc(CCn2ccnc2)cc1,0.001769068,positive,1,1,0,1
O=C(OCc1ccccc1)C1=CN(CCCCCC(=O)N(CCc2ccccn2)Cc2ccccc2)C(=O)NC1c1ccc(-c2ccccc2)cc1,0.001768899,positive,1,1,0,1
c1cncc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)c1,0.001766529,positive,1,1,0,1
O=C(CCNS(=O)(=O)c1ccc2c(c1)CCC(=O)N2)NCc1ccc2c(c1)OCO2,0.001763842,positive,1,1,0,1
O=C(NN=c1sccn1Cc1ccc2c(c1)OCO2)c1ccccc1,0.001763191,positive,1,1,0,1
O=C(NCc1ccco1)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,0.001760709,positive,2,2,0,1
O=C(CSCc1ccccc1)NCc1ccc2c(c1)OCO2,0.001757073,positive,1,1,0,1
O=C(Nc1coc2ccccc12)c1ccc2c(c1)OCO2,0.001754024,positive,1,1,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCCc1ccccc1,0.001750782,positive,2,2,0,1
c1ccc(COC(Cn2ccnc2)c2ccccc2)cc1,0.001748097,positive,3,3,0,1
O=C(CSc1nnc(-c2ccncc2)[nH]1)Nc1ncc(Cc2ccccc2)s1,0.001748024,positive,1,1,0,1
O=C(Cn1nnc(-c2ccccc2)n1)N(Cc1c[nH]c2ccccc12)c1ccccc1,0.001738495,positive,1,1,0,1
O=C(NCCc1ccccc1)C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,0.001738263,positive,1,1,0,1
O=C(Cc1ccc2ccccc2c1)CC1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,0.001735444,positive,1,1,0,1
c1ccc(CNc2ccnc(-c3ccccc3)n2)cc1,0.001734573,positive,24,24,0,1
O=C(CSc1nnc(-c2cccs2)n1Cc1ccccc1)c1ccc[nH]1,0.001729762,positive,1,1,0,1
c1cncc(CNc2ccnc(-c3cnoc3)n2)c1,0.001729587,positive,1,1,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCC1CC1,0.001725401,positive,1,1,0,1
O=C(CSc1nnc(SCc2cccc3ccccc23)s1)c1ccc2c(c1)OCO2,0.001725282,positive,1,1,0,1
c1ccc(CSc2nnc(-c3cnn(-c4ccccc4)c3)[nH]2)cc1,0.001723606,positive,3,3,0,1
c1ccc2nc(-c3ccc4c(c3)OCO4)ncc2c1,0.001722951,positive,3,3,0,1
O=C(CSc1nnn[nH]1)NCc1ccc2c(c1)OCO2,0.001722096,positive,1,1,0,1
O=C(NC1CCCCC1)C(c1cccs1)N(C(=O)c1ccccn1)c1ccccc1,0.001721227,positive,1,1,0,1
O=C(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccc2c(c1)OCO2,0.001721167,positive,1,1,0,1
O=C(CSc1nnc(COc2ccccc2)o1)N1c2ccccc2Sc2ccccc21,0.001718769,positive,1,1,0,1
O=C(Nc1c(C(=O)Nc2ccccc2)oc2ccccc12)c1ccc2c(c1)OCO2,0.001717421,positive,1,1,0,1
c1ccc(-c2cncnc2Nc2ccncc2)cc1,0.001712527,positive,1,1,0,1
c1ccc(-c2nc3c(N4CCN(CCn5ccnc5)CC4)ncnc3[nH]2)cc1,0.001712148,positive,1,1,0,1
C1=CC23CCCN2CCc2cc4c(cc2C3C1)OCO4,0.001707349,positive,1,1,0,1
O=C(CCCCCN1C=C(C(=O)OCc2ccccc2)C(c2ccc3ccccc3c2)NC1=O)NCc1ccccc1,0.001706335,positive,1,1,0,1
O=C(c1ccccc1)N1CCCC2(CCN(c3ccncc3)C2)C1,0.001705046,positive,2,2,0,1
O=C(Nc1cccc(-c2cccnc2)c1)N1CCc2ccccc21,0.001701332,positive,1,1,0,1
c1ccc(C2N(CC3CCCCC3)CC3C(c4cccnc4)C4(c5cccnc5)CC32C4)cc1,0.001698063,positive,1,1,0,1
c1ccc(Nc2ncnc3ccc(-c4ccccc4)cc23)cc1,0.001696534,positive,3,3,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)Nc1ccccc1,0.001695627,positive,3,3,0,1
C(=NNc1nc(-c2ccccc2)nc2ccccc12)c1cccnc1,0.00169339,positive,1,1,0,1
O=C(Cc1ccccc1)NC(c1ccccc1)C1CC1,0.001689952,positive,1,1,0,1
O=S(=O)(c1ccccc1)N1CCCC2(CCN(c3ccncc3)C2)C1,0.001687239,positive,1,1,0,1
O=C(Nc1ccccc1)C(Cc1ccc2c(c1)OCO2)=NC(=O)c1ccco1,0.001686895,positive,1,1,0,1
O=C(NCCCNc1ccccn1)C1C=CC(Cc2ccccc2)N1C(=O)c1ccccc1,0.001686064,positive,1,1,0,1
O=C(CCC=NOCCC1C=CC(Oc2ccccc2)CO1)OCC1OC(c2ccccc2)C=CC1Oc1ccccc1,0.001683034,positive,1,1,0,1
O=C(CCSc1nccc(-c2ccc3c(c2)OCO3)n1)NCc1ccccc1,0.001681085,positive,1,1,0,1
O=C1OC(c2ccoc2)C2CCC3C4CCCCC4CC(=O)C3C23OC13,0.001679748,positive,1,1,0,1
O=C(OCCNCc1ccccc1)C1C=NC=CC1c1ccccc1,0.001679234,positive,2,2,0,1
O=C(NCc1ccc2c(c1)OCO2)c1ccc[nH]1,0.00167831,positive,1,1,0,1
O=C(CN1CCCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccccc1,0.00167828,positive,1,1,0,1
N=C1CC(c2ccccc2)C2C(=O)CCC=C2N1c1cc2c(s1)CCCC2,0.001677863,positive,1,1,0,1
O=C1CC2C(CCC3C4CCCC(CC32)C4=O)C(c2ccoc2)O1,0.001676954,positive,1,1,0,1
c1ccc(-n2nc(C3OCCS3)c3ccccc32)cc1,0.001676199,positive,1,1,0,1
O=C(CCCc1nc(-c2ccccc2)no1)NCCc1ccccc1,0.001671474,positive,1,1,0,1
O=C(CCC=NOCCN1CCCc2ncccc21)OCC1OC(C#Cc2ccccc2)C=CC1Oc1ccccc1,0.001671327,positive,1,1,0,1
O=c1[nH]cc(C=NCc2ccc3c(c2)OCO3)c(=O)n1-c1ccccc1,0.001665033,positive,1,1,0,1
O=S(=O)(NCC=NOCC1OC(c2ccccc2)C=CC1Oc1ccccc1)c1ccccc1,0.00166388,positive,1,1,0,1
c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1,0.001661382,positive,2,2,0,1
c1ccc(C2CC(=NOCCN3CCCCc4ncccc43)c3ccccc3O2)cc1,0.001658349,positive,1,1,0,1
O=C(NCc1nnc(SCC(=O)N2CCc3ccccc32)n1-c1ccccc1)c1ccco1,0.001655378,positive,1,1,0,1
c1cncc(-c2cncnc2NCc2cccs2)c1,0.001650458,positive,1,1,0,1
S=C(NCc1ccc2c(c1)OCO2)Nc1ccccc1,0.00164918,positive,1,1,0,1
c1ccc2c(c1)Cc1cc3cc4c(cc3nc1-2)OCO4,0.001648708,positive,1,1,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCCN1CCOCC1,0.001647871,positive,2,2,0,1
c1ccc(CSc2nncn2Cc2ccccc2)cc1,0.001647091,positive,2,2,0,1
O=C(c1cnccn1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,0.001646611,positive,1,1,0,1
O=C(CCC=NOCc1cn(CCc2ccccc2)nn1)OCC1OC(C#Cc2ccccc2)C=CC1Oc1ccccc1,0.001644808,positive,1,1,0,1
O=C(COc1ccc(S(=O)(=O)NC2CCCCC2)cc1)NCCc1ccccc1,0.001642061,positive,1,1,0,1
O=C(c1cnccn1)N1CCCC2(CCN(c3ccccc3)C2)C1,0.001632303,positive,1,1,0,1
N=C1CCCC2c3cn(Cc4ccc5c(c4)OCO5)cc3CCC12,0.001632291,positive,6,6,0,1
O=C(CC=NCc1ccc2c(c1)OCO2)c1ccccc1,0.001631009,positive,1,1,0,1
c1ccc2c(c1)[nH]c1c(N3CCN(Cc4ccc5c(c4)OCO5)CC3)ncnc12,0.001630778,positive,1,1,0,1
c1ccc(CCC(Cn2ccnc2)Sc2ccccc2)cc1,0.001629325,positive,1,1,0,1
c1ccc(-c2nc3ccccn3c2NCc2ccc3c(c2)OCO3)cc1,0.001628668,positive,1,1,0,1
c1cc(-n2ccnc2)cc(-n2ccnc2)c1,0.00162326,positive,1,1,0,1
O=S(=O)(NCCNCC=Cc1ccccc1)c1cccc2cnccc12,0.001620709,positive,1,1,0,1
O=C1OC(=NCC2CC2)C2C3C(=CCc4cn(-c5ccccc5)cc43)C=CN12,0.001619289,positive,1,1,0,1
c1ccc(CNc2cc(-c3cccnc3)ncn2)cc1,0.00161673,positive,4,4,0,1
O=C(CCN1C(=O)COc2ccccc21)NCc1ccccc1,0.001609548,positive,1,1,0,1
c1ccc(CSc2nc3ccccc3s2)cc1,0.001607633,positive,1,1,0,1
O=C1CC2=C3CC4CCCC(C4=O)C3CCC2C(c2ccoc2)O1,0.001606888,positive,2,2,0,1
O=C(NC(c1ccccc1)C1CC1)OCc1ccccc1,0.001603685,positive,13,12,1,0.923076923
c1ccc(C2N(Cc3cccnc3)CC3C(c4cccnc4)C4(c5cccnc5)CC32C4)cc1,0.001603593,positive,1,1,0,1
O=C(NCCCNc1ccccn1)C1C=CC2(CCCCC2)N1C(=O)c1ccccc1,0.001601203,positive,1,1,0,1
O=C(CCc1nc2ccccc2[nH]1)Nc1ccccc1,0.00159882,positive,1,1,0,1
C=C1C2CCC3C(c4ccoc4)OC(=O)CC13OC1CCCCC12,0.00159569,positive,2,2,0,1
C1=CC(Oc2ccccc2)COC1CCON=CCCN1CCCCc2ncccc21,0.001595586,positive,1,1,0,1
O=C(Cn1nnc(-c2ccccc2)n1)NCCc1c[nH]c2ccccc12,0.001594351,positive,1,1,0,1
O=C(CN(c1ccccc1)S(=O)(=O)c1cn[nH]c1)Nc1ccccc1,0.001594293,positive,1,1,0,1
c1ccc(Nc2ccc(-n3ccnc3)nn2)cc1,0.001594015,positive,1,1,0,1
C=C1C(=O)OC(c2ccoc2)C2CCC34OC5OC67CC(CC6CC3(O5)C12)CC74,0.001592561,positive,1,1,0,1
c1cncc(-c2cncnc2NCc2ccco2)c1,0.001591277,positive,1,1,0,1
O=C(CN(CC1CCCO1)C(=O)c1ccc2c(c1)OCO2)NC1CCCC1,0.001587103,positive,1,1,0,1
O=C(CCC=NOCCN1CCCc2ncccc21)OCC1OC(c2ccccc2)C=CC1Oc1ccccc1,0.001582524,positive,1,1,0,1
O=C(CCNC(=O)c1ccccc1)NCc1ccc2c(c1)OCO2,0.001582381,positive,1,1,0,1
O=C(NCC(=O)N(Cc1ccccc1)c1ccccc1)c1cccs1,0.001578291,positive,3,3,0,1
O=C(OCc1ccccc1)C1=CN(CCCCCC(=O)N(Cc2ccccc2)Cc2ccccn2)C(=O)NC1c1ccc(-c2ccccc2)cc1,0.001575637,positive,1,1,0,1
O=C(CC1CC1C(NS(=O)(=O)c1cn[nH]c1)c1ccccc1)Nc1ccc2ccccc2c1,0.001574544,positive,1,1,0,1
O=C(CCN1C(=O)COc2ccccc21)NCc1cccnc1,0.001574508,positive,1,1,0,1
O=C1C=CC2C(C=CC3C2CCC2C(c4ccoc4)OC(=O)C4OC432)C1,0.001573386,positive,1,1,0,1
O=C(Nc1ccccc1)N(Cc1cccnc1)C1CCCCC1,0.001572363,positive,1,1,0,1
O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1,0.001571593,positive,2,2,0,1
O=S(=O)(c1ccc(OCCCNCCc2ccccc2)cc1)c1cc2ccccc2[nH]1,0.001570758,positive,1,1,0,1
c1cncc(-c2nc(-n3ccnc3)c3ccccc3n2)c1,0.001570623,positive,1,1,0,1
O=C1CC2C3C=C4CCCC(C4=O)C3CCC2C(c2ccoc2)O1,0.001570174,positive,1,1,0,1
c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,0.001568637,positive,3,3,0,1
C1=CC2CCC3Nc4ccc(C5CC6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4C34CCN(C1)C24,0.001566406,positive,2,2,0,1
O=C(C=Cc1ccc2c(c1)OCO2)c1cccccc1=O,0.001565105,positive,2,2,0,1
O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)NNC(=O)c1ccccc1,0.001563209,positive,1,1,0,1
O=C(c1csnn1)N1CCCC2(CCN(c3ccncc3)C2)C1,0.001562786,positive,1,1,0,1
O=C(CSc1nccn1-c1ccccc1)Nc1nccs1,0.00156244,positive,1,1,0,1
c1ccc(CCCOc2cccc(CCn3ccnc3)c2)cc1,0.001562278,positive,1,1,0,1
c1ccc(C2c3cocc3Nc3cc4c(cc32)OCO4)cc1,0.001562263,positive,1,1,0,1
c1ccc(CNc2ccnc(-c3cnoc3)n2)cc1,0.001560053,positive,3,3,0,1
C1=CC(CCON=C2CC(c3ccccc3)Oc3ccccc32)OCC1,0.001557533,positive,1,1,0,1
O=C1CC23OC4OC5(CCC2C(c2ccoc2)O1)C1CC2CC1C(CC35O4)C2OC(=O)C1CO1,0.001555279,positive,2,2,0,1
O=C(NC(c1ccccc1)C1CC1C(=O)NCc1ccccc1)OCc1ccccc1,0.001554235,positive,1,1,0,1
O=C1C2CCCC1C1CCC3C(=C1C2)C=COC3c1ccoc1,0.001554041,positive,1,1,0,1
c1cncc(-c2cncnc2NCc2cnccn2)c1,0.001551863,positive,1,1,0,1
c1ccc(-c2nc(NCc3cnccn3)c3ccccc3n2)cc1,0.001551517,positive,4,4,0,1
O=C(CCN1C(=O)c2ccncc2C1=O)Nc1ccccc1,0.00155013,positive,1,1,0,1
N=C1CC(c2ccc(OCc3ccccc3)cc2)C2C(=O)CCC=C2N1Nc1ccccc1,0.001549045,positive,2,2,0,1
c1cncc(CNc2ncncc2-c2cccnc2)c1,0.001549003,positive,1,1,0,1
c1cn(-c2ncncc2-c2cnoc2)cn1,0.001548055,positive,1,1,0,1
c1ccc(C2C3CN(CC4CCCCC4)C(c4ccccc4)C34CC2(c2cccnc2)C4)cc1,0.001547742,positive,2,2,0,1
O=C(c1csnn1)N(Cc1ccncc1)c1ccccc1,0.001547347,positive,1,1,0,1
O=C(Cc1ccccn1)NCc1ccccc1,0.001544702,positive,1,1,0,1
c1ccc(-c2ccnc(NCc3cccnc3)n2)cc1,0.001544627,positive,1,1,0,1
O=C(CSc1nnc(-c2ccccc2)n1CC1CCCO1)c1ccccc1,0.001544351,positive,1,1,0,1
c1cncc(-c2ccc3ncncc3c2)c1,0.001544261,positive,2,2,0,1
O=c1[nH]c2cc3c(cc2cc1C(c1nnn[nH]1)N1CCCCC1)OCO3,0.00154413,positive,1,1,0,1
c1ccc2c(CCNc3cc(-c4ccoc4)ncn3)c[nH]c2c1,0.001544003,positive,1,1,0,1
O=C(CCC=NOC1CCCCO1)OCC1OC(C#Cc2ccccc2)C=CC1Oc1ccccc1,0.001536566,positive,1,1,0,1
O=C(CSc1ccc2ccccc2n1)c1ccc2c(c1)OCO2,0.001535928,positive,1,1,0,1
O=C(c1ccco1)N1CCCC2(CCN(c3ccncc3)C2)C1,0.001535455,positive,1,1,0,1
O=C(NC1OC2C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O)C1CNC2Cc3c[nH]c4cccc(c34)C2C1,0.001534432,positive,2,2,0,1
O=C(c1csnn1)N1CCCC2(CCN(c3cccc(-c4ccccc4)c3)C2)C1,0.001533696,positive,1,1,0,1
O=C(CN1C(=O)NC(c2ccccc2)C1=O)Nc1ccc2c(c1)OCO2,0.001532487,positive,1,1,0,1
O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1)Nc1ccc2c(c1)OCO2,0.001531817,positive,2,2,0,1
O=C(NCc1cccnc1)C(=Cc1ccc(-c2ccccc2)o1)S(=O)(=O)c1ccccc1,0.001531774,positive,1,1,0,1
O=C(CSc1cc(-c2ccccc2)cc(-c2ccccc2)n1)Nc1nccs1,0.001526364,positive,1,1,0,1
O=C(Cn1nnc(-c2ccccc2)n1)NCc1cccs1,0.001523646,positive,1,1,0,1
c1ncc(-c2cnoc2)c(NCCN2CCOCC2)n1,0.00152278,positive,1,1,0,1
c1ccc(-c2cc(-n3ccnc3)ncn2)cc1,0.001521341,positive,5,5,0,1
O=C(CC1C(=O)CC2CN(C(=O)c3ccccc3)C(Cc3ccccc3)C21)C(=O)N1CCCC1,0.001519934,positive,2,2,0,1
O=C(Nc1ccc2c(c1)oc1ccccc12)c1cc(-c2cccnc2)nc2ccccc12,0.001518514,positive,1,1,0,1
O=C(NCc1ccc2c(c1)OCO2)c1cc2cc3ccccc3nc2o1,0.001517626,positive,1,1,0,1
O=C(OCc1ccccc1)C1=CN(CCCCCC(=O)N(CCN2CCOCC2)Cc2ccc(-c3ccccc3)cc2)C(=O)NC1c1ccccc1,0.001516123,positive,1,1,0,1
O=C(OCc1nnc(-c2ccccc2)o1)c1c2c(nc3ccccc13)CCCC2,0.001515571,positive,1,1,0,1
O=C(NCC(=O)N(c1ccccc1)C(C(=O)NCc1ccco1)c1ccccc1)c1cccs1,0.001514495,positive,3,3,0,1
O=C(c1ccccc1)N1CCCC2(CCN(Cc3ccccc3)C2)C1,0.001513604,positive,8,8,0,1
O=C(CSc1nncn1-c1ccccc1)Nc1ccc2c(c1)OCO2,0.001513553,positive,1,1,0,1
c1ccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1,0.001511706,positive,3,3,0,1
O=S(=O)(NCc1ccccc1)c1cccc2nsnc12,0.001510653,positive,1,1,0,1
O=C(C=Cc1ccc2c(c1)OCO2)c1ccccc1,0.001510125,positive,5,5,0,1
O=C(NCc1ccccc1)C(c1cccs1)N(Cc1cccs1)C(=O)c1cnccn1,0.00151004,positive,1,1,0,1
O=C1CCCC2=C1C(c1ccccc1)C1=C(N2)c2ccccc2C1=O,0.00150929,positive,1,1,0,1
O=C(CCC=NOCCCOCc1ccco1)OCC1OC(c2ccccc2)C=CC1Oc1ccccc1,0.001506638,positive,1,1,0,1
C1=CC(Oc2ccccc2)C(CON=C2CC(c3ccccc3)Oc3ccccc32)OC1c1ccccc1,0.001506119,positive,1,1,0,1
O=C(CCC=NOCc1cn(C2CCOC2)nn1)OCC1OC(C#Cc2ccccc2)C=CC1Oc1ccccc1,0.001506011,positive,1,1,0,1
O=S(=O)(NCc1ccccc1)c1cccc2cccnc12,0.001505257,positive,1,1,0,1
O=C(NCc1cccc2ccccc12)C1CC1C(NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,0.001504961,positive,1,1,0,1
O=C(CSc1nc(=O)cc[nH]1)c1ccn(CCc2ccccc2)c1,0.001504098,positive,1,1,0,1
O=S(=O)(NC(c1ccc(-c2ccccc2)cc1)C1CC1)c1cccc2cccnc12,0.001503594,positive,1,1,0,1
O=C1CCCC2=Nc3cc4c(cc3C(c3ccccc3)C12)OCO4,0.001503303,positive,1,1,0,1
O=C(CCC=NOC1C=CCOC1)OCC1OC(c2ccccc2)C=CC1Oc1ccccc1,0.001501136,positive,1,1,0,1
O=C(c1ccccc1)N1CCC2(CCCN(Cc3ccncc3)C2)CC1,0.001500028,positive,1,1,0,1
O=C(NC1CCCCC1)C(c1cn[nH]c1)N(C(=O)Cc1cccs1)c1ccccc1,0.001497553,positive,1,1,0,1
c1ccc(CCNc2cc(-c3ccccc3)nc3ncnn23)cc1,0.001497445,positive,1,1,0,1
O=C(NCc1ccc2c(c1)OCO2)c1cnn2c(=O)c(Cc3ccccc3)c[nH]c12,0.001496595,positive,1,1,0,1
O=C(CSCc1cnn(-c2ccccc2)c1-n1cccc1)Nc1ccccc1,0.001496387,positive,1,1,0,1
C=C(CC1(C(NP(=O)(c2ccccc2)c2ccccc2)C2CC2)CC1)c1ccccc1,0.001494592,positive,2,2,0,1
O=C(CC=CC(NC(=O)OCc1ccccc1)c1ccccc1)NCCN1CCCC1,0.00149445,positive,1,1,0,1
O=C(CCCCCN1C(=O)c2ccccc2C1=O)NCCc1ccccc1,0.001493772,positive,1,1,0,1
O=C(CSc1nnc(-c2ccccc2)o1)c1ccn(CC2COc3ccccc3O2)c1,0.001490309,positive,1,1,0,1
c1ccc(CSc2nnc(-c3cccs3)n2Cc2ccco2)cc1,0.001489686,positive,1,1,0,1
O=C(CSc1ncnc2ccccc12)Nc1ccc2c(c1)OCO2,0.001489486,positive,1,1,0,1
c1ncc2cc(-c3ccc4c(c3)OCO4)ccc2n1,0.001489409,positive,2,2,0,1
O=c1[nH]c2cc3c(cc2cc1CNCc1nnnn1Cc1ccccc1)OCO3,0.001488064,positive,1,1,0,1
O=C(CCCCCN1C=C(C(=O)OCc2ccccc2)C(C2CC2)NC1=O)NCc1ccccc1,0.00148656,positive,1,1,0,1
O=C1C=CC2C(CCC3C2CCC2C(c4ccoc4)OC(=O)C4OC423)C1,0.001484151,positive,1,1,0,1
